movie_id,rating_count,mean_rating,title
96,295,4.0067796610169495,Terminator 2: Judgment Day (1991)
328,295,3.4237288135593222,Conspiracy Theory (1997)
15,293,3.7781569965870307,Mr. Holland's Opus (1995)
25,293,3.4436860068259385,"Birdcage, The (1996)"
118,293,3.2150170648464163,Twister (1996)
183,291,4.034364261168385,Alien (1979)
216,290,3.910344827586207,When Harry Met Sally... (1989)
176,284,3.9471830985915495,Aliens (1986)
64,283,4.445229681978798,"Shawshank Redemption, The (1994)"
234,280,3.775,Jaws (1975)
202,280,3.7642857142857142,Groundhog Day (1993)
191,276,4.163043478260869,Amadeus (1984)
28,276,3.931159420289855,Apollo 13 (1995)
89,275,4.138181818181818,Blade Runner (1982)
111,272,3.485294117647059,"Truth About Cats & Dogs, The (1996)"
275,268,4.0111940298507465,Sense and Sensibility (1995)
12,267,4.385767790262173,"Usual Suspects, The (1995)"
742,267,3.644194756554307,Ransom (1996)
357,264,4.291666666666667,One Flew Over the Cuckoo's Nest (1975)
82,261,3.7203065134099615,Jurassic Park (1993)
135,259,3.969111969111969,2001: A Space Odyssey (1968)
289,259,2.9806949806949805,Evita (1996)
238,256,3.875,Raising Arizona (1987)
97,256,3.79296875,Dances with Wolves (1990)
268,255,3.792156862745098,Chasing Amy (1997)
546,254,3.031496062992126,Broken Arrow (1996)
196,251,3.9163346613545817,Dead Poets Society (1989)
186,251,3.8366533864541834,"Blues Brothers, The (1980)"
70,251,3.6613545816733066,Four Weddings and a Funeral (1994)
333,251,3.593625498007968,"Game, The (1997)"
475,250,3.884,Trainspotting (1996)
153,247,3.785425101214575,"Fish Called Wanda, A (1988)"
132,246,4.0772357723577235,"Wizard of Oz, The (1939)"
228,244,3.8155737704918034,Star Trek: The Wrath of Khan (1982)
125,244,3.557377049180328,Phenomenon (1996)
483,243,4.45679012345679,Casablanca (1942)
144,243,3.8724279835390947,Die Hard (1988)
194,241,4.058091286307054,"Sting, The (1973)"
245,240,3.1083333333333334,"Devil's Own, The (1997)"
323,240,2.933333333333333,Dante's Peak (1997)
197,239,4.104602510460251,"Graduate, The (1967)"
185,239,4.100418410041841,Psycho (1960)
11,236,3.847457627118644,Seven (Se7en) (1995)
282,232,3.685344827586207,"Time to Kill, A (1996)"
496,231,4.121212121212121,It's a Wonderful Life (1946)
568,230,3.6478260869565218,Speed (1994)
301,230,3.3043478260869565,In & Out (1997)
655,227,3.881057268722467,Stand by Me (1986)
265,227,3.8634361233480177,"Hunt for Red October, The (1990)"
182,226,3.9513274336283186,GoodFellas (1990)
273,223,3.569506726457399,Heat (1995)
143,222,3.765765765765766,"Sound of Music, The (1965)"
180,221,4.04524886877828,Apocalypse Now (1979)
179,221,3.909502262443439,"Clockwork Orange, A (1971)"
471,221,3.6108597285067874,Courage Under Fire (1996)
71,220,3.7818181818181817,"Lion King, The (1994)"
161,220,3.481818181818182,Top Gun (1986)
427,219,4.292237442922374,To Kill a Mockingbird (1962)
8,219,3.9954337899543377,Babe (1995)
95,219,3.8127853881278537,Aladdin (1992)
678,219,2.808219178082192,Volcano (1997)
322,218,3.0871559633027523,Murder at 1600 (1997)
235,217,2.847926267281106,Mars Attacks! (1996)
435,216,3.949074074074074,Butch Cassidy and the Sundance Kid (1969)
508,215,3.5953488372093023,"People vs. Larry Flynt, The (1996)"
88,213,3.539906103286385,Sleepless in Seattle (1993)
215,212,3.69811320754717,Field of Dreams (1989)
271,211,3.2322274881516586,Starship Troopers (1997)
603,209,4.3875598086124405,Rear Window (1954)
187,209,4.186602870813397,"Godfather: Part II, The (1974)"
4,209,3.550239234449761,Get Shorty (1995)
175,208,3.8173076923076925,Brazil (1985)
385,208,3.5625,True Lies (1994)
211,206,3.912621359223301,M*A*S*H (1970)
200,206,3.825242718446602,"Shining, The (1980)"
597,206,3.150485436893204,Eraser (1996)
588,202,3.792079207920792,Beauty and the Beast (1991)
515,201,4.203980099502488,"Boot, Das (1981)"
403,201,3.427860696517413,Batman (1989)
208,200,3.945,Young Frankenstein (1974)
230,199,3.4472361809045227,Star Trek IV: The Voyage Home (1986)
134,198,4.292929292929293,Citizen Kane (1941)
272,198,4.262626262626263,Good Will Hunting (1997)
250,197,3.4771573604060912,"Fifth Element, The (1997)"
527,195,4.02051282051282,Gandhi (1982)
474,194,4.252577319587629,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
298,194,3.768041237113402,Face/Off (1997)
284,193,3.160621761658031,Tin Cup (1996)
393,192,3.4114583333333335,Mrs. Doubtfire (1993)
209,191,3.905759162303665,This Is Spinal Tap (1984)
274,190,3.5,Sabrina (1995)
340,189,3.5873015873015874,Boogie Nights (1997)
307,188,3.515957446808511,"Devil's Advocate, The (1997)"
124,187,4.053475935828877,Lone Star (1996)
147,185,3.4702702702702704,"Long Kiss Goodnight, The (1996)"
13,184,3.4184782608695654,Mighty Aphrodite (1995)
14,183,3.9672131147540983,"Postino, Il (1994)"
23,182,4.1208791208791204,Taxi Driver (1976)
203,182,3.868131868131868,Unforgiven (1992)
514,180,3.911111111111111,Annie Hall (1977)
732,180,3.65,Dave (1993)
751,180,3.4277777777777776,Tomorrow Never Dies (1997)
480,179,4.284916201117318,North by Northwest (1959)
479,179,4.251396648044692,Vertigo (1958)
566,179,3.569832402234637,Clear and Present Danger (1994)
419,178,3.7247191011235956,Mary Poppins (1964)
591,178,3.601123595505618,Primal Fear (1996)
283,177,3.7175141242937855,Emma (1996)
83,176,4.0625,Much Ado About Nothing (1993)
845,176,3.465909090909091,That Thing You Do! (1996)
58,175,3.645714285714286,Quiz Show (1994)
327,175,3.3771428571428572,Cop Land (1997)
326,175,3.36,G.I. Jane (1997)
432,174,3.7701149425287355,Fantasia (1940)
154,174,3.7471264367816093,Monty Python's Life of Brian (1979)
24,174,3.4482758620689653,Rumble in the Bronx (1995)
511,173,4.23121387283237,Lawrence of Arabia (1962)
99,172,3.7093023255813953,Snow White and the Seven Dwarfs (1937)
255,172,3.36046511627907,My Best Friend's Wedding (1997)
651,171,4.076023391812866,Glory (1989)
137,171,3.9005847953216373,Big Night (1996)
133,171,3.871345029239766,Gone with the Wind (1939)
433,171,3.690058479532164,Heathers (1989)
218,171,3.456140350877193,Cape Fear (1991)
229,171,3.111111111111111,Star Trek III: The Search for Spock (1984)
188,170,3.6823529411764704,Full Metal Jacket (1987)
402,170,3.4647058823529413,Ghost (1990)
367,170,3.458823529411765,Clueless (1995)
451,170,3.347058823529412,Grease (1978)
684,169,3.7928994082840237,In the Line of Fire (1993)
628,169,3.514792899408284,Sleepers (1996)
321,169,3.1301775147928996,Mother (1996)
582,168,3.6011904761904763,"Piano, The (1993)"
319,168,3.2738095238095237,Everyone Says I Love You (1996)
226,166,3.355421686746988,Die Hard 2 (1990)
199,165,4.175757575757576,"Bridge on the River Kwai, The (1957)"
523,164,3.9939024390243905,Cool Hand Luke (1967)
692,164,3.6280487804878048,"American President, The (1995)"
739,164,3.323170731707317,Pretty Woman (1990)
411,163,2.914110429447853,"Nutty Professor, The (1996)"
285,162,4.265432098765432,Secrets & Lies (1996)
443,162,3.808641975308642,"Birds, The (1963)"
66,162,3.549382716049383,While You Were Sleeping (1995)
410,162,3.1296296296296298,Kingpin (1996)
259,162,2.685185185185185,George of the Jungle (1997)
227,161,3.279503105590062,Star Trek VI: The Undiscovered Country (1991)
315,160,4.1,Apt Pupil (1998)
248,160,3.675,Grosse Pointe Blank (1997)
476,160,3.01875,"First Wives Club, The (1996)"
472,158,3.0822784810126582,Dragonheart (1996)
252,158,2.9430379746835444,"Lost World: Jurassic Park, The (1997)"
193,157,3.917197452229299,"Right Stuff, The (1983)"
150,157,3.828025477707006,Swingers (1996)
685,157,3.356687898089172,Executive Decision (1996)
240,156,2.7884615384615383,Beavis and Butt-head Do America (1996)
690,155,3.458064516129032,Seven Years in Tibet (1997)
31,154,3.6298701298701297,Crimson Tide (1995)
660,153,3.764705882352941,Fried Green Tomatoes (1991)
431,153,3.5359477124183005,Highlander (1986)
498,152,4.184210526315789,"African Queen, The (1951)"
164,151,3.589403973509934,"Abyss, The (1989)"
550,151,3.2847682119205297,Die Hard: With a Vengeance (1995)
77,151,3.2781456953642385,"Firm, The (1993)"
86,150,3.94,"Remains of the Day, The (1993)"
239,150,3.513333333333333,Sneakers (1992)
55,149,3.704697986577181,"Professional, The (1994)"
304,149,3.5369127516778525,Fly Away Home (1996)
763,149,3.389261744966443,Happy Gilmore (1996)
156,148,3.9864864864864864,Reservoir Dogs (1992)
42,148,3.804054054054054,Clerks (1994)
462,148,3.804054054054054,Like Water For Chocolate (Como agua para chocolate) (1992)
1028,148,3.0405405405405403,Grumpier Old Men (1995)
654,147,4.136054421768708,Chinatown (1974)
293,147,3.802721088435374,Donnie Brasco (1997)
281,146,3.143835616438356,"River Wild, The (1994)"
310,145,3.6,"Rainmaker, The (1997)"
455,145,3.2551724137931033,Jackie Chan's First Strike (1996)
91,143,3.5874125874125875,"Nightmare Before Christmas, The (1993)"
332,143,3.4615384615384617,Kiss the Girls (1997)
358,143,2.6153846153846154,Spawn (1997)
231,142,2.683098591549296,Batman Returns (1992)
484,138,4.2101449275362315,"Maltese Falcon, The (1941)"
87,138,3.9057971014492754,Searching for Bobby Fischer (1993)
705,137,3.9927007299270074,Singin' in the Rain (1952)
177,137,3.8613138686131387,"Good, The Bad and The Ugly, The (1966)"
735,137,3.854014598540146,Philadelphia (1993)
347,137,3.510948905109489,Wag the Dog (1997)
1016,137,3.45985401459854,Con Air (1997)
559,137,3.1824817518248176,Interview with the Vampire (1994)
94,137,3.0875912408759123,Home Alone (1990)
223,136,4.198529411764706,Sling Blade (1996)
205,136,3.9926470588235294,Patton (1970)
270,136,3.5955882352941178,Gattaca (1997)
879,136,3.2720588235294117,"Peacemaker, The (1997)"
213,134,3.985074626865672,"Room with a View, A (1986)"
303,134,3.6865671641791047,Ulee's Gold (1997)
68,134,3.417910447761194,"Crow, The (1994)"
1047,134,2.8358208955223883,Multiplicity (1996)
47,133,3.601503759398496,Ed Wood (1994)
243,132,2.4393939393939394,Jungle2Jungle (1997)
657,131,4.259541984732825,"Manchurian Candidate, The (1962)"
2,131,3.2061068702290076,GoldenEye (1995)
109,130,3.4307692307692306,Mystery Science Theater 3000: The Movie (1996)
249,130,3.246153846153846,Austin Powers: International Man of Mystery (1997)
531,129,3.9224806201550386,Shine (1996)
129,129,3.8217054263565893,Bound (1996)
418,129,3.5813953488372094,Cinderella (1950)
72,129,3.193798449612403,"Mask, The (1994)"
482,128,3.984375,Some Like It Hot (1959)
241,128,3.546875,"Last of the Mohicans, The (1992)"
73,128,3.46875,Maverick (1994)
148,128,3.203125,"Ghost and the Darkness, The (1996)"
53,128,2.953125,Natural Born Killers (1994)
756,128,2.8984375,Father of the Bride Part II (1995)
325,128,2.546875,Crash (1996)
198,127,4.0078740157480315,Nikita (La Femme Nikita) (1990)
157,127,3.6929133858267718,Platoon (1986)
596,127,3.377952755905512,"Hunchback of Notre Dame, The (1996)"
291,127,3.37007874015748,Absolute Power (1997)
62,127,3.141732283464567,Stargate (1994)
260,127,2.574803149606299,Event Horizon (1997)
346,126,3.642857142857143,Jackie Brown (1997)
473,126,3.126984126984127,James and the Giant Peach (1996)
178,125,4.344,12 Angry Men (1957)
116,125,3.824,Cold Comfort Farm (1995)
485,125,3.816,My Fair Lady (1964)
324,125,3.136,Lost Highway (1997)
190,124,4.137096774193548,Henry V (1989)
520,124,4.104838709677419,"Great Escape, The (1963)"
246,124,3.935483870967742,Chasing Amy (1997)
750,124,3.8548387096774195,Amistad (1997)
526,124,3.8306451612903225,Ben-Hur (1959)
233,124,3.2903225806451615,Under Siege (1992)
343,124,3.096774193548387,Alien: Resurrection (1997)
501,123,3.4959349593495936,Dumbo (1941)
504,122,3.819672131147541,Bonnie and Clyde (1967)
170,121,4.1735537190082646,Cinema Paradiso (1988)
528,121,4.132231404958677,"Killing Fields, The (1984)"
510,121,3.9421487603305785,"Magnificent Seven, The (1954)"
509,121,3.8512396694214877,My Left Foot (1989)
428,121,3.8181818181818183,Harold and Maude (1971)
447,121,3.5041322314049586,Carrie (1976)
521,120,3.8333333333333335,"Deer Hunter, The (1978)"
217,120,3.158333333333333,Bram Stoker's Dracula (1992)
38,120,3.0083333333333333,"Net, The (1995)"
746,119,3.6638655462184873,Real Genius (1985)
631,119,3.6218487394957983,"Crying Game, The (1992)"
866,119,3.319327731092437,Michael (1996)
169,118,4.466101694915254,"Wrong Trousers, The (1993)"
48,117,4.094017094017094,Hoop Dreams (1994)
242,117,3.9914529914529915,Kolya (1996)
449,117,3.034188034188034,Star Trek: The Motion Picture (1979)
192,116,4.120689655172414,Raging Bull (1980)
663,116,3.9051724137931036,Being There (1979)
184,116,3.4310344827586206,Army of Darkness (1993)
380,116,3.336206896551724,Star Trek: Generations (1994)
659,115,4.078260869565217,Arsenic and Old Lace (1944)
65,115,3.5391304347826087,What's Eating Gilbert Grape (1993)
762,115,3.391304347826087,Beautiful Girls (1996)
123,115,3.234782608695652,"Frighteners, The (1996)"
292,114,3.6666666666666665,Rosewood (1997)
214,114,3.3508771929824563,Pink Floyd - The Wall (1982)
29,114,2.6666666666666665,Batman Forever (1995)
331,113,3.5398230088495577,"Edge, The (1997)"
408,112,4.491071428571429,"Close Shave, A (1995)"
316,112,4.196428571428571,As Good As It Gets (1997)
93,112,3.7232142857142856,Welcome to the Dollhouse (1995)
815,112,3.232142857142857,One Fine Day (1996)
382,111,3.5945945945945947,"Adventures of Priscilla, Queen of the Desert, The (1994)"
219,111,3.171171171171171,"Nightmare on Elm Street, A (1984)"
81,110,3.5545454545454547,"Hudsucker Proxy, The (1994)"
225,109,2.908256880733945,101 Dalmatians (1996)
470,108,3.6666666666666665,Tombstone (1993)
679,107,3.046728971962617,Conan the Barbarian (1981)
421,106,3.5943396226415096,William Shakespeare's Romeo and Juliet (1996)
162,106,3.556603773584906,On Golden Pond (1981)
895,106,3.2169811320754715,Scream 2 (1997)
122,106,2.339622641509434,"Cable Guy, The (1996)"
136,105,4.123809523809523,Mr. Smith Goes to Washington (1939)
478,104,4.115384615384615,"Philadelphia Story, The (1940)"
709,104,4.028846153846154,Strictly Ballroom (1992)
92,104,3.6153846153846154,True Romance (1993)
54,104,3.2403846153846154,Outbreak (1995)
928,104,3.1153846153846154,"Craft, The (1996)"
67,103,3.0485436893203883,Ace Ventura: Pet Detective (1994)
317,102,3.911764705882353,In the Name of the Father (1993)
699,102,3.676470588235294,Little Women (1994)
747,102,3.4607843137254903,Benny & Joon (1993)
554,102,2.803921568627451,Waterworld (1995)
378,101,3.722772277227723,Miracle on 34th Street (1994)
404,101,3.6732673267326734,Pinocchio (1940)
708,101,3.4752475247524752,"Sex, Lies, and Videotape (1989)"
159,101,3.227722772277228,Basic Instinct (1992)
232,101,3.207920792079208,Young Guns (1988)
264,101,2.742574257425743,Mimic (1997)
926,101,2.702970297029703,Down Periscope (1996)
381,100,3.55,Muriel's Wedding (1994)
1012,100,3.53,Private Parts (1997)
682,100,3.06,I Know What You Did Last Summer (1997)
665,100,2.83,Alien 3 (1992)
436,99,3.5353535353535355,"American Werewolf in London, An (1981)"
507,98,3.816326530612245,"Streetcar Named Desire, A (1951)"
155,98,3.1020408163265305,Dirty Dancing (1987)
1014,98,3.061224489795918,Romy and Michele's High School Reunion (1997)
429,97,3.9381443298969074,"Day the Earth Stood Still, The (1951)"
126,97,3.804123711340206,"Spitfire Grill, The (1996)"
33,97,3.4536082474226806,Desperado (1995)
356,97,3.381443298969072,"Client, The (1994)"
306,96,3.9479166666666665,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
919,96,3.7916666666666665,"City of Lost Children, The (1995)"
755,96,3.3125,Jumanji (1995)
290,96,3.1145833333333335,Fierce Creatures (1997)
131,95,3.7263157894736842,Breakfast at Tiffany's (1961)
477,95,3.210526315789474,Matilda (1996)
90,95,3.0526315789473686,So I Married an Axe Murderer (1993)
430,93,4.0,Duck Soup (1933)
529,93,3.978494623655914,My Life as a Dog (Mitt liv som hund) (1985)
1011,93,3.225806451612903,2 Days in the Valley (1996)
576,93,3.021505376344086,Cliffhanger (1993)
820,93,2.774193548387097,Space Jam (1996)
412,93,2.3978494623655915,"Very Brady Sequel, A (1996)"
549,92,3.5652173913043477,Rob Roy (1995)
163,92,3.5543478260869565,"Return of the Pink Panther, The (1974)"
212,92,3.4565217391304346,"Unbearable Lightness of Being, The (1988)"
744,92,3.4565217391304346,Michael Collins (1996)
578,92,3.152173913043478,Demolition Man (1993)
17,92,3.119565217391304,From Dusk Till Dawn (1996)
52,91,3.769230769230769,"Madness of King George, The (1994)"
517,91,3.769230769230769,Manhattan (1979)
693,91,3.6483516483516483,Casino (1995)
636,91,3.241758241758242,Escape from New York (1981)
338,91,2.659340659340659,Bean (1997)
831,91,2.4615384615384617,Escape from L.A. (1996)
1039,90,4.011111111111111,Hamlet (1996)
652,90,3.888888888888889,Rosencrantz and Guildenstern Are Dead (1990)
506,90,3.8555555555555556,Rebel Without a Cause (1955)
458,90,3.1222222222222222,Nixon (1995)
3,90,3.033333333333333,Four Rooms (1995)
10,89,3.831460674157303,Richard III (1995)
518,89,3.651685393258427,Miller's Crossing (1990)
201,89,3.5168539325842696,Evil Dead II (1987)
642,89,3.4831460674157304,"Grifters, The (1990)"
399,89,3.303370786516854,"Three Musketeers, The (1993)"
661,88,4.1022727272727275,High Noon (1952)
305,87,3.6436781609195403,"Ice Storm, The (1997)"
715,87,3.2758620689655173,To Die For (1995)
39,87,3.264367816091954,Strange Days (1995)
689,87,3.1494252873563218,"Jackal, The (1997)"
386,87,2.8160919540229883,Addams Family Values (1993)
792,86,3.7209302325581395,Bullets Over Broadway (1994)
673,86,3.5232558139534884,Cape Fear (1962)
5,86,3.302325581395349,Copycat (1995)
864,86,3.1627906976744184,My Fellow Americans (1996)
720,86,3.0232558139534884,First Knight (1995)
988,86,2.313953488372093,"Beautician and the Beast, The (1997)"
425,85,3.7411764705882353,Bob Roberts (1992)
465,85,3.5647058823529414,"Jungle Book, The (1994)"
924,85,3.4,White Squall (1996)
448,85,3.388235294117647,"Omen, The (1976)"
280,85,3.1882352941176473,Up Close and Personal (1996)
781,84,3.3333333333333335,French Kiss (1995)
21,84,2.761904761904762,Muppet Treasure Island (1996)
59,83,4.0602409638554215,Three Colors: Red (1994)
825,83,3.036144578313253,"Arrival, The (1996)"
152,82,3.6341463414634148,Sleeper (1973)
662,82,3.426829268292683,Somewhere in Time (1980)
625,82,3.3292682926829267,"Sword in the Stone, The (1963)"
63,82,3.097560975609756,"Santa Clause, The (1994)"
640,82,3.024390243902439,"Cook the Thief His Wife & Her Lover, The (1989)"
823,82,2.8780487804878048,Mulholland Falls (1996)
717,82,2.817073170731707,"Juror, The (1996)"
604,81,4.012345679012346,It Happened One Night (1934)
32,81,3.7901234567901234,Crumb (1994)
420,81,3.6666666666666665,Alice in Wonderland (1951)
729,81,3.4814814814814814,Nell (1994)
51,81,3.45679012345679,Legends of the Fall (1994)
49,81,3.3209876543209877,I.Q. (1994)
873,81,2.962962962962963,Picture Perfect (1997)
519,80,4.1,"Treasure of the Sierra Madre, The (1948)"
45,80,4.05,Eat Drink Man Woman (1994)
530,80,4.025,"Man Who Would Be King, The (1975)"
312,80,3.1625,Midnight in the Garden of Good and Evil (1997)
930,80,2.7,Chain Reaction (1996)
826,80,2.575,"Phantom, The (1996)"
710,79,3.569620253164557,Better Off Dead... (1985)
584,79,3.5443037974683542,"Secret Garden, The (1993)"
658,79,3.4177215189873418,Pump Up the Volume (1990)
44,79,3.3417721518987342,Dolores Claiborne (1994)
696,79,3.1392405063291138,City Hall (1996)
736,78,3.9358974358974357,Shadowlands (1993)
287,78,3.58974358974359,Marvin's Room (1996)
295,77,3.4025974025974026,Breakdown (1997)
629,77,3.3376623376623376,Victor/Victoria (1982)
676,77,3.3376623376623376,"Crucible, The (1996)"
1074,77,2.961038961038961,Reality Bites (1994)
778,76,3.5526315789473686,Don Juan DeMarco (1995)
724,76,3.486842105263158,Circle of Friends (1995)
401,76,2.8026315789473686,"Brady Bunch Movie, The (1995)"
969,75,3.8,Winnie the Pooh and the Blustery Day (1968)
311,75,3.68,"Wings of the Dove, The (1997)"
627,75,3.2266666666666666,Robin Hood: Prince of Thieves (1991)
871,75,2.4,Vegas Vacation (1997)
1101,74,3.77027027027027,Six Degrees of Separation (1993)
221,74,3.72972972972973,Breaking the Waves (1996)
461,74,3.6216216216216215,Smoke (1995)
105,74,2.5675675675675675,Sgt. Bilko (1996)
525,73,4.027397260273973,"Big Sleep, The (1946)"
26,73,3.452054794520548,"Brothers McMullen, The (1995)"
101,73,3.26027397260274,Heavy Metal (1981)
417,73,3.095890410958904,"Parent Trap, The (1961)"
1048,73,3.0136986301369864,She's the One (1996)
299,73,2.9315068493150687,Hoodlum (1997)
513,72,4.333333333333333,"Third Man, The (1949)"
713,72,3.611111111111111,Othello (1995)
650,72,3.5416666666666665,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
141,72,3.5,"20,000 Leagues Under the Sea (1954)"
354,72,3.486111111111111,"Wedding Singer, The (1998)"
20,72,3.4166666666666665,Angels and Insects (1995)
463,71,3.859154929577465,"Secret of Roan Inish, The (1994)"
277,71,3.464788732394366,Restoration (1995)
949,71,3.3380281690140845,How to Make an American Quilt (1995)
544,71,3.1549295774647885,Things to Do in Denver when You're Dead (1995)
106,71,2.887323943661972,Diabolique (1996)
647,70,4.1,Ran (1985)
707,70,3.9285714285714284,Enchanted April (1991)
558,70,3.6714285714285713,Heavenly Creatures (1994)
409,70,3.142857142857143,Jack (1996)
633,69,4.057971014492754,"Christmas Carol, A (1938)"
19,69,3.9565217391304346,Antonia's Line (1995)
160,69,3.463768115942029,Glengarry Glen Ross (1992)
780,69,3.0,Dumb & Dumber (1994)
384,69,2.782608695652174,Naked Gun 33 1/3: The Final Insult (1994)
687,69,2.1884057971014492,McHale's Navy (1997)
487,68,4.102941176470588,Roman Holiday (1953)
505,68,4.0,Dial M for Murder (1954)
497,68,3.838235294117647,Bringing Up Baby (1938)
392,68,3.5441176470588234,"Man Without a Face, The (1993)"
1035,68,3.161764705882353,Cool Runnings (1993)
934,68,2.926470588235294,"Preacher's Wife, The (1996)"
80,68,2.764705882352941,Hot Shots! Part Deux (1993)
114,67,4.447761194029851,Wallace & Gromit: The Best of Aardman Animation (1996)
648,67,4.029850746268656,"Quiet Man, The (1952)"
434,67,3.8358208955223883,Forbidden Planet (1956)
491,67,3.791044776119403,"Adventures of Robin Hood, The (1938)"
469,67,3.7761194029850746,Short Cuts (1993)
371,67,3.1641791044776117,"Bridges of Madison County, The (1995)"
167,67,2.955223880597015,Private Benjamin (1980)
569,67,2.701492537313433,Wolf (1994)
120,67,2.2388059701492535,Striptease (1996)
189,66,4.106060606060606,"Grand Day Out, A (1992)"
606,66,4.045454545454546,All About Eve (1950)
607,66,3.9696969696969697,Rebecca (1940)
207,66,3.8181818181818183,Cyrano de Bergerac (1990)
1073,66,3.8181818181818183,Shallow Grave (1994)
855,66,3.727272727272727,Diva (1981)
262,66,3.712121212121212,In the Company of Men (1997)
993,66,3.515151515151515,Hercules (1997)
538,66,3.4242424242424243,Anastasia (1997)
220,66,3.3636363636363638,"Mirror Has Two Faces, The (1996)"
790,66,2.909090909090909,Tommy Boy (1995)
452,66,2.6666666666666665,Jaws 2 (1978)
488,65,4.2,Sunset Blvd. (1950)
171,65,3.876923076923077,Delicatessen (1991)
128,65,3.5384615384615383,Supercop (1992)
345,65,3.4,Deconstructing Harry (1997)
387,65,3.3846153846153846,"Age of Innocence, The (1993)"
108,65,3.076923076923077,Kids in the Hall: Brain Candy (1996)
672,65,2.723076923076923,Candyman (1992)
145,65,2.4461538461538463,"Lawnmower Man, The (1992)"
165,64,4.109375,Jean de Florette (1986)
60,64,4.015625,Three Colors: Blue (1993)
486,64,3.796875,Sabrina (1954)
887,64,3.609375,Eve's Bayou (1997)
416,64,3.484375,Old Yeller (1957)
959,64,3.46875,Dazed and Confused (1993)
616,64,3.421875,Night of the Living Dead (1968)
1009,64,3.375,Stealing Beauty (1996)
334,64,3.359375,U Turn (1997)
468,64,3.3125,Rudy (1993)
619,64,3.171875,Extreme Measures (1996)
595,64,3.09375,"Fan, The (1996)"
516,63,3.9682539682539684,Local Hero (1983)
481,63,3.9365079365079363,"Apartment, The (1960)"
740,63,3.4761904761904763,Jane Eyre (1996)
727,63,3.4603174603174605,Immortal Beloved (1994)
553,63,3.2857142857142856,"Walk in the Clouds, A (1995)"
450,63,2.3968253968253967,Star Trek V: The Final Frontier (1989)
499,62,3.9516129032258065,Cat on a Hot Tin Roof (1958)
414,62,3.532258064516129,My Favorite Year (1982)
1041,62,3.193548387096774,Forget Paris (1995)
254,62,2.4516129032258065,Batman & Robin (1997)
140,61,3.2131147540983607,Homeward Bound: The Incredible Journey (1993)
946,61,3.1475409836065573,"Fox and the Hound, The (1981)"
493,60,4.15,"Thin Man, The (1934)"
939,60,3.6,Murder in the First (1995)
609,60,3.5833333333333335,Father of the Bride (1950)
278,60,3.2333333333333334,Bed of Roses (1996)
158,60,2.6166666666666667,Weekend at Bernie's (1989)
615,59,4.0508474576271185,"39 Steps, The (1935)"
61,59,3.864406779661017,Three Colors: White (1994)
492,59,3.864406779661017,East of Eden (1955)
495,59,3.6610169491525424,Around the World in 80 Days (1956)
1119,59,3.6610169491525424,Some Kind of Wonderful (1987)
581,59,3.2203389830508473,Kalifornia (1993)
880,59,3.169491525423729,Soul Food (1997)
561,59,3.0677966101694913,Mary Shelley's Frankenstein (1994)
737,59,2.983050847457627,Sirens (1994)
391,59,2.7457627118644066,Last Action Hero (1993)
923,58,4.155172413793103,Raise the Red Lantern (1991)
166,58,4.120689655172414,Manon of the Spring (Manon des sources) (1986)
